"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)"
"1","1990","14","Chhattisgarh","Durg","397.9","481.4","1210.0","18.2","13.4","736.0","3.3","2.8","848.0","0.02","0.0","0.0","0.0","0.0","0.0"
"1","1991","14","Chhattisgarh","Durg","393.2","508.6","1293.0","18.3","11.8","645.0","2.5","2.6","1040.0","0.08","0.1","1250.0","0.0","0.0","0.0"
"1","1992","14","Chhattisgarh","Durg","398.4","514.5","1291.0","17.1","10.7","626.0","1.6","2.3","1438.0","0.06","0.1","1667.0","0.01","0.0","0.0"
"1","1993","14","Chhattisgarh","Durg","410.2","569.1","1387.0","17.0","12.1","712.0","2.4","2.5","1042.0","0.04","0.1","2500.0","0.03","0.0","0.0"
"1","1994","14","Chhattisgarh","Durg","430.1","601.7","1399.0","17.5","14.2","811.0","1.1","1.1","1000.0","0.1","0.1","1000.0","0.0","0.0","0.0"
"1","1995","14","Chhattisgarh","Durg","424.0","639.1","1507.0","17.9","12.5","698.0","0.8","0.9","1125.0","0.1","0.1","1000.0","0.0","0.0","0.0"
"1","1996","14","Chhattisgarh","Durg","407.1","605.1","1486.0","16.8","13.4","798.0","0.8","0.8","1000.0","0.1","0.2","2000.0","0.0","0.0","0.0"
"1","1997","14","Chhattisgarh","Durg","432.8","547.4","1265.0","16.9","6.5","385.0","1.1","1.2","1091.0","0.06","0.1","1667.0","0.0","0.0","0.0"
"1","1998","14","Chhattisgarh","Durg","411.9","354.0","859.0","16.4","10.5","640.0","1.0","1.0","1000.0","0.1","0.2","2000.0","0.0","0.0","0.0"
"1","1999","14","Chhattisgarh","Durg","457.94","601.91","1314.0","-1.0","-1.0","-1.0","1.1","1.1","1000.0","0.08","1.5","18750.0","0.0","0.0","0.0"
"1","2000","14","Chhattisgarh","Durg","435.3","224.17","515.0","14.7","9.95","677.0","0.99","0.93","939.0","0.1","0.01","100.0","0.0","0.0","0.0"
"1","2001","14","Chhattisgarh","Durg","436.81","605.17","1385.0","18.29","12.84","702.0","0.93","1.29","1387.0","0.17","0.03","176.0","0.0","0.0","0.0"
"1","2002","14","Chhattisgarh","Durg","432.9","233.41","539.0","18.4","14.4","783.0","0.94","1.28","1362.0","0.1","0.02","200.0","0.02","0.01","500.0"
"1","2003","14","Chhattisgarh","Durg","442.75","716.38","1618.0","19.55","15.05","770.0","0.67","0.99","1478.0","0.44","0.08","182.0","0.05","0.03","600.0"
"1","2004","14","Chhattisgarh","Durg","449.64","633.54","1409.0","19.16","11.59","605.0","0.52","0.82","1577.0","0.84","0.15","179.0","0.4","0.2","500.0"
"1","2005","14","Chhattisgarh","Durg","449.64","633.54","1409.0","19.16","11.59","605.0","0.52","0.82","1577.0","0.84","0.15","179.0","0.0","0.0","0.0"
"1","2006","14","Chhattisgarh","Durg","453.54","746.24","1645.0","19.09","14.4","754.0","0.57","0.88","1544.0","2.32","0.16","69.0","0.19","0.05","263.0"
"1","2007","14","Chhattisgarh","Durg","465.33","730.87","1571.0","20.17","19.43","963.0","0.41","0.66","1610.0","4.12","0.52","126.0","0.04","0.01","250.0"
"1","2008","14","Chhattisgarh","Durg","464.62","420.86","906.0","19.75","18.89","956.0","0.33","0.53","1606.0","3.12","0.3","96.0","0.01","0.01","1000.0"
"1","2009","14","Chhattisgarh","Durg","451.26","355.75","788.0","24.55","23.16","943.0","0.43","0.79","1837.0","2.98","0.76","255.0","0.01","0.0","0.0"
"1","2010","14","Chhattisgarh","Durg","454.8","807.15","1775.0","27.3","26.9","985.0","0.3","0.6","2000.0","2.5","0.78","312.0","-1.0","-1.0","-1.0"
"1","2011","14","Chhattisgarh","Durg","129.5","248.91","1922.0","6.76","7.4","1095.0","0.0","0.0","0.0","0.1","0.12","1200.0","0.03","0.01","333.0"
"1","2012","14","Chhattisgarh","Durg","129.78","296.12","2282.0","6.66","7.49","1125.0","0.0","0.0","0.0","0.32","0.09","281.0","0.08","0.02","250.0"
"1","2013","14","Chhattisgarh","Durg","130.67","253.7","1942.0","6.23","7.06","1133.0","0.0","0.0","0.0","0.43","0.13","302.0","0.03","0.01","333.0"
"1","2014","14","Chhattisgarh","Durg","130.47","242.05","1855.0","6.36","7.37","1159.0","0.0","0.0","0.0","0.26","0.13","500.0","0.03","0.01","333.0"
"1","2015","14","Chhattisgarh","Durg","129.5","173.85","1342.0","6.38","8.43","1321.0","0.0","0.01","0.0","0.02","0.01","309.0","0.02","0.0","0.0"
"1","2016","14","Chhattisgarh","Durg","134.18","397.48","2962.0","7.13","10.19","1429.0","-1.0","-1.0","-1.0","0.41","0.04","103.0","0.03","0.01","304.0"
"1","2017","14","Chhattisgarh","Durg","126.84","173.19","1365.0","6.78","6.94","1023.0","-1.0","-1.0","-1.0","0.32","0.0","1.0","0.17","0.05","267.0"
"2","1990","14","Chhattisgarh","Bastar","579.0","561.9","970.0","2.0","2.4","1200.0","0.1","0.0","0.0","0.3","1.1","3667.0","0.0","0.0","0.0"
"2","1991","14","Chhattisgarh","Bastar","582.3","624.3","1072.0","2.2","3.0","1364.0","0.0","0.0","0.0","0.17","0.5","2941.0","0.0","0.0","0.0"
"2","1992","14","Chhattisgarh","Bastar","584.4","533.3","913.0","1.6","2.0","1250.0","0.0","0.0","0.0","0.37","1.3","3514.0","0.0","0.0","0.0"
"2","1993","14","Chhattisgarh","Bastar","605.3","603.7","997.0","1.8","2.6","1444.0","0.1","0.1","1000.0","0.24","0.9","3750.0","0.0","0.0","0.0"
"2","1994","14","Chhattisgarh","Bastar","609.9","604.0","990.0","1.6","2.4","1500.0","0.1","0.1","1000.0","0.3","0.9","3000.0","0.0","0.0","0.0"
"2","1995","14","Chhattisgarh","Bastar","619.0","589.1","952.0","1.6","2.5","1563.0","0.1","0.1","1000.0","0.3","1.1","3667.0","0.0","0.0","0.0"
"2","1996","14","Chhattisgarh","Bastar","644.1","670.5","1041.0","2.0","3.3","1650.0","0.1","0.1","1000.0","0.4","1.3","3250.0","0.0","0.0","0.0"
"2","1997","14","Chhattisgarh","Bastar","622.8","455.0","731.0","1.4","2.2","1571.0","0.1","0.1","1000.0","0.29","1.0","3448.0","0.0","0.0","0.0"
"2","1998","14","Chhattisgarh","Bastar","257.7","168.9","655.0","2.0","3.2","1600.0","0.2","0.2","1000.0","0.3","1.2","4000.0","0.1","0.0","0.0"
"2","1999","14","Chhattisgarh","Bastar","258.76","292.58","1131.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.37","1.34","3622.0","0.08","0.0","0.0"
"2","2000","14","Chhattisgarh","Bastar","258.34","213.32","826.0","0.87","1.68","1931.0","0.02","0.01","500.0","0.43","0.13","302.0","0.04","0.01","250.0"
"2","2001","14","Chhattisgarh","Bastar","260.22","385.96","1483.0","1.06","1.13","1066.0","0.01","0.02","2000.0","0.32","0.11","344.0","0.04","0.01","250.0"
"2","2002","14","Chhattisgarh","Bastar","258.96","128.74","497.0","1.11","2.14","1928.0","0.01","0.02","2000.0","0.32","0.09","281.0","0.04","0.01","250.0"
"2","2003","14","Chhattisgarh","Bastar","260.21","439.32","1688.0","1.16","1.77","1526.0","0.02","0.02","1000.0","0.43","0.14","326.0","0.01","0.0","0.0"
"2","2004","14","Chhattisgarh","Bastar","260.83","327.31","1255.0","1.1","1.7","1545.0","0.03","0.04","1333.0","0.31","0.1","323.0","0.0","0.0","0.0"
"2","2005","14","Chhattisgarh","Bastar","260.83","327.31","1255.0","1.1","1.7","1545.0","0.03","0.04","1333.0","0.31","0.1","323.0","0.0","0.0","0.0"
"2","2006","14","Chhattisgarh","Bastar","260.73","349.88","1342.0","0.98","1.63","1663.0","0.03","0.03","1000.0","0.94","0.14","149.0","0.0","0.0","0.0"
"2","2007","14","Chhattisgarh","Bastar","239.54","345.27","1441.0","0.87","1.82","2092.0","0.02","0.03","1500.0","1.28","0.21","164.0","0.0","0.0","0.0"
"2","2008","14","Chhattisgarh","Bastar","240.34","280.33","1166.0","0.89","1.73","1944.0","0.02","0.03","1500.0","1.17","0.22","188.0","0.0","0.0","0.0"
"2","2009","14","Chhattisgarh","Bastar","240.07","278.3","1159.0","0.82","1.65","2012.0","0.01","0.02","2000.0","1.02","0.34","333.0","0.0","0.0","0.0"
"2","2010","14","Chhattisgarh","Bastar","240.89","425.68","1767.0","0.88","1.76","2000.0","0.0","0.0","0.0","1.02","0.12","118.0","-1.0","-1.0","-1.0"
"2","2011","14","Chhattisgarh","Bastar","136.93","145.31","1061.0","0.43","0.86","2000.0","0.0","0.0","0.0","0.52","0.32","615.0","0.0","0.0","0.0"
"2","2012","14","Chhattisgarh","Bastar","137.61","244.7","1778.0","0.4","0.88","2200.0","0.0","0.0","0.0","0.42","0.15","357.0","0.0","0.0","0.0"
"2","2013","14","Chhattisgarh","Bastar","137.73","229.31","1665.0","0.35","0.75","2143.0","0.0","0.0","0.0","0.49","0.14","286.0","0.0","0.0","0.0"
"2","2014","14","Chhattisgarh","Bastar","132.39","241.48","1824.0","0.27","0.62","2296.0","0.0","0.0","0.0","0.6","0.32","533.0","0.0","0.0","0.0"
"2","2015","14","Chhattisgarh","Bastar","130.04","107.19","824.0","0.3","0.74","2467.0","0.0","0.01","0.0","0.32","0.1","299.0","0.0","0.0","0.0"
"2","2016","14","Chhattisgarh","Bastar","132.01","276.82","2097.0","0.25","0.61","2480.0","0.0","0.01","1250.0","0.86","0.19","223.0","-1.0","-1.0","-1.0"
"2","2017","14","Chhattisgarh","Bastar","131.77","173.93","1320.0","0.44","0.85","1949.0","0.0","0.01","1750.0","0.68","0.1","153.0","-1.0","-1.0","-1.0"
"3","1990","14","Chhattisgarh","Raipur","847.3","1155.0","1363.0","17.0","18.9","1112.0","8.6","7.2","837.0","0.25","0.8","3200.0","0.0","0.0","0.0"
"3","1991","14","Chhattisgarh","Raipur","854.1","1218.8","1427.0","15.1","13.7","907.0","9.4","8.2","872.0","0.26","0.8","3077.0","0.0","0.0","0.0"
"3","1992","14","Chhattisgarh","Raipur","858.6","1382.3","1610.0","16.7","16.5","988.0","9.6","11.5","1198.0","0.29","0.9","3103.0","0.0","0.0","0.0"
"3","1993","14","Chhattisgarh","Raipur","876.1","1400.1","1598.0","18.9","21.8","1153.0","9.7","9.4","969.0","0.27","0.8","2963.0","0.0","0.0","0.0"
"3","1994","14","Chhattisgarh","Raipur","899.7","1303.5","1449.0","18.4","22.4","1217.0","8.1","6.6","815.0","0.2","0.6","3000.0","0.0","0.0","0.0"
"3","1995","14","Chhattisgarh","Raipur","908.4","1314.9","1447.0","15.9","19.5","1226.0","7.8","7.4","949.0","0.3","0.9","3000.0","0.0","0.0","0.0"
"3","1996","14","Chhattisgarh","Raipur","860.4","1448.8","1684.0","14.2","16.7","1176.0","8.1","7.0","864.0","0.2","0.8","4000.0","0.0","0.0","0.0"
"3","1997","14","Chhattisgarh","Raipur","918.6","1016.2","1106.0","13.5","13.2","978.0","8.6","7.1","826.0","0.2","0.6","3000.0","0.0","0.0","0.0"
"3","1998","14","Chhattisgarh","Raipur","513.7","355.1","691.0","14.4","14.6","1014.0","7.0","5.9","843.0","0.3","0.8","2667.0","0.0","0.0","0.0"
"3","1999","14","Chhattisgarh","Raipur","537.61","764.19","1421.0","-1.0","-1.0","-1.0","0.9","0.7","778.0","0.1","0.3","3000.0","0.0","0.0","0.0"
"3","2000","14","Chhattisgarh","Raipur","513.07","208.36","406.0","5.41","7.04","1301.0","1.14","0.86","754.0","0.11","0.03","273.0","0.0","0.0","0.0"
"3","2001","14","Chhattisgarh","Raipur","517.58","616.75","1192.0","9.65","12.35","1280.0","1.29","1.42","1101.0","0.07","0.02","286.0","0.0","0.0","0.0"
"3","2002","14","Chhattisgarh","Raipur","516.33","386.47","748.0","7.66","10.19","1330.0","1.06","1.0","943.0","0.06","0.02","333.0","0.0","0.0","0.0"
"3","2003","14","Chhattisgarh","Raipur","520.85","711.37","1366.0","9.96","12.38","1243.0","1.15","1.12","974.0","0.11","0.03","273.0","0.02","0.01","500.0"
"3","2004","14","Chhattisgarh","Raipur","521.74","626.56","1201.0","9.08","9.45","1041.0","1.13","1.25","1106.0","0.11","0.03","273.0","0.06","0.04","667.0"
"3","2005","14","Chhattisgarh","Raipur","521.74","626.56","1201.0","9.08","9.45","1041.0","1.13","1.25","1106.0","0.11","0.03","273.0","0.0","0.0","0.0"
"3","2006","14","Chhattisgarh","Raipur","518.56","804.92","1552.0","8.75","8.15","931.0","1.26","1.39","1103.0","0.2","0.04","200.0","0.05","0.02","400.0"
"3","2007","14","Chhattisgarh","Raipur","539.88","805.43","1492.0","8.71","9.8","1125.0","1.18","1.26","1068.0","0.29","0.05","172.0","0.01","0.0","0.0"
"3","2008","14","Chhattisgarh","Raipur","529.15","691.85","1307.0","8.24","8.27","1004.0","0.99","1.05","1061.0","0.24","0.05","208.0","0.0","0.0","0.0"
"3","2009","14","Chhattisgarh","Raipur","521.92","753.59","1444.0","8.52","11.97","1405.0","0.95","1.44","1516.0","0.21","0.0","0.0","0.01","0.0","0.0"
"3","2010","14","Chhattisgarh","Raipur","483.1","674.4","1396.0","8.6","11.6","1349.0","0.8","1.21","1513.0","0.1","0.04","400.0","-1.0","-1.0","-1.0"
"3","2011","14","Chhattisgarh","Raipur","169.1","219.98","1301.0","3.1","5.4","1742.0","0.01","0.02","2000.0","0.06","0.02","333.0","0.0","0.0","0.0"
"3","2012","14","Chhattisgarh","Raipur","183.69","375.11","2042.0","2.95","5.42","1837.0","0.01","0.01","1000.0","0.03","0.01","333.0","0.0","0.0","0.0"
"3","2013","14","Chhattisgarh","Raipur","185.68","314.84","1696.0","2.52","4.5","1786.0","0.02","0.04","2000.0","0.09","0.03","333.0","0.0","0.0","0.0"
"3","2014","14","Chhattisgarh","Raipur","186.04","376.31","2023.0","4.07","8.31","2042.0","0.02","0.03","1500.0","0.09","0.08","889.0","0.0","0.0","0.0"
"3","2015","14","Chhattisgarh","Raipur","165.75","264.66","1597.0","2.99","5.76","1926.0","0.05","0.07","1400.0","0.12","0.04","302.0","0.01","0.0","0.0"
"3","2016","14","Chhattisgarh","Raipur","179.5","580.98","3237.0","2.95","6.19","2097.0","0.06","0.11","2036.0","0.18","0.03","175.0","0.01","0.0","400.0"
"3","2017","14","Chhattisgarh","Raipur","162.42","329.78","2030.0","4.32","7.44","1725.0","0.06","0.08","1306.0","0.17","0.04","222.0","0.03","0.01","360.0"
"4","1990","14","Chhattisgarh","Bilaspur","689.5","964.2","1398.0","18.7","16.3","872.0","4.9","4.1","837.0","0.43","1.1","2558.0","0.0","0.0","0.0"
"4","1991","14","Chhattisgarh","Bilaspur","690.6","895.4","1297.0","17.0","13.6","800.0","4.7","3.6","766.0","0.85","1.7","2000.0","0.0","0.0","0.0"
"4","1992","14","Chhattisgarh","Bilaspur","691.8","724.2","1047.0","16.8","16.3","970.0","5.1","5.1","1000.0","0.94","2.5","2660.0","0.0","0.0","0.0"
"4","1993","14","Chhattisgarh","Bilaspur","698.1","943.7","1352.0","20.6","19.9","966.0","4.3","4.7","1093.0","0.8","2.0","2500.0","0.0","0.0","0.0"
"4","1994","14","Chhattisgarh","Bilaspur","719.7","1164.4","1618.0","18.8","19.9","1059.0","3.6","2.8","778.0","0.6","1.6","2667.0","0.0","0.0","0.0"
"4","1995","14","Chhattisgarh","Bilaspur","691.7","921.0","1332.0","16.8","17.1","1018.0","5.1","5.0","980.0","1.3","4.4","3385.0","0.0","0.0","0.0"
"4","1996","14","Chhattisgarh","Bilaspur","688.3","922.9","1341.0","15.3","16.0","1046.0","4.6","4.4","957.0","1.8","5.9","3278.0","0.0","0.0","0.0"
"4","1997","14","Chhattisgarh","Bilaspur","704.1","349.1","496.0","13.5","6.3","467.0","4.7","4.3","915.0","0.98","2.8","2857.0","0.0","0.0","0.0"
"4","1998","14","Chhattisgarh","Bilaspur","323.5","216.9","670.0","11.1","9.2","829.0","2.9","3.0","1034.0","1.8","5.2","2889.0","0.0","0.0","0.0"
"4","1999","14","Chhattisgarh","Bilaspur","324.08","472.09","1457.0","-1.0","-1.0","-1.0","2.6","2.4","923.0","1.38","4.18","3029.0","0.0","0.0","0.0"
"4","2000","14","Chhattisgarh","Bilaspur","314.07","195.55","623.0","8.54","0.01","1.0","3.09","2.62","848.0","0.16","0.05","313.0","0.0","0.0","0.0"
"4","2001","14","Chhattisgarh","Bilaspur","319.81","448.86","1404.0","12.25","12.95","1057.0","2.98","3.93","1319.0","0.1","0.03","300.0","0.0","0.0","0.0"
"4","2002","14","Chhattisgarh","Bilaspur","316.37","212.1","670.0","10.82","11.32","1046.0","3.22","2.95","916.0","0.19","0.06","316.0","0.0","0.0","0.0"
"4","2003","14","Chhattisgarh","Bilaspur","320.2","505.97","1580.0","13.29","13.5","1016.0","2.92","3.09","1058.0","0.17","0.05","294.0","0.0","0.0","0.0"
"4","2004","14","Chhattisgarh","Bilaspur","321.63","433.96","1349.0","12.9","10.88","843.0","2.79","3.21","1151.0","0.35","0.11","314.0","0.0","0.0","0.0"
"4","2005","14","Chhattisgarh","Bilaspur","321.63","433.96","1349.0","12.9","10.88","843.0","2.79","3.21","1151.0","0.35","0.11","314.0","0.0","0.0","0.0"
"4","2006","14","Chhattisgarh","Bilaspur","322.41","515.48","1599.0","12.37","11.13","900.0","1.93","2.05","1062.0","0.39","0.07","179.0","0.0","0.0","0.0"
"4","2007","14","Chhattisgarh","Bilaspur","325.13","469.49","1444.0","12.34","13.52","1096.0","2.21","2.86","1294.0","0.59","0.11","186.0","0.0","0.0","0.0"
"4","2008","14","Chhattisgarh","Bilaspur","323.41","447.1","1382.0","12.83","13.26","1034.0","1.88","2.42","1287.0","0.77","0.15","195.0","0.0","0.0","0.0"
"4","2009","14","Chhattisgarh","Bilaspur","305.25","311.7","1021.0","19.06","21.85","1146.0","4.96","7.77","1567.0","0.76","0.24","316.0","0.0","0.0","0.0"
"4","2010","14","Chhattisgarh","Bilaspur","317.65","524.98","1653.0","19.7","23.5","1193.0","4.8","8.9","1854.0","0.4","0.13","325.0","-1.0","-1.0","-1.0"
"4","2011","14","Chhattisgarh","Bilaspur","224.56","412.1","1835.0","7.92","11.35","1433.0","1.03","1.61","1563.0","0.01","0.02","2000.0","0.0","0.0","0.0"
"4","2012","14","Chhattisgarh","Bilaspur","219.77","436.56","1986.0","8.23","12.4","1507.0","1.01","1.28","1267.0","0.01","0.0","0.0","0.0","0.0","0.0"
"4","2013","14","Chhattisgarh","Bilaspur","222.49","459.3","2064.0","8.26","11.95","1447.0","1.01","1.31","1297.0","0.02","0.01","500.0","0.0","0.0","0.0"
"4","2014","14","Chhattisgarh","Bilaspur","227.58","456.49","2006.0","7.69","12.32","1602.0","1.0","1.3","1300.0","0.02","0.01","500.0","0.0","0.0","0.0"
"4","2015","14","Chhattisgarh","Bilaspur","224.53","261.09","1163.0","7.25","10.77","1486.0","0.96","1.3","1354.0","0.05","0.02","319.0","0.0","0.0","0.0"
"4","2016","14","Chhattisgarh","Bilaspur","219.09","515.66","2354.0","6.19","9.93","1605.0","0.96","1.83","1917.0","0.05","0.01","283.0","-1.0","-1.0","-1.0"
"4","2017","14","Chhattisgarh","Bilaspur","217.58","245.06","1126.0","6.26","9.16","1465.0","0.93","1.35","1453.0","0.06","0.0","75.0","-1.0","-1.0","-1.0"
"5","1990","14","Chhattisgarh","Raigarh","412.5","397.8","964.0","2.3","3.2","1391.0","16.1","14.2","882.0","0.28","0.9","3214.0","0.0","0.0","0.0"
"5","1991","14","Chhattisgarh","Raigarh","413.3","457.3","1106.0","2.1","2.6","1238.0","15.5","15.0","968.0","0.39","2.8","7179.0","0.0","0.0","0.0"
"5","1992","14","Chhattisgarh","Raigarh","413.9","436.6","1055.0","1.9","2.4","1263.0","15.2","20.4","1342.0","0.5","1.6","3200.0","0.0","0.0","0.0"
"5","1993","14","Chhattisgarh","Raigarh","417.9","513.9","1230.0","2.2","3.1","1409.0","14.0","13.8","986.0","0.56","1.9","3393.0","0.0","0.0","0.0"
"5","1994","14","Chhattisgarh","Raigarh","419.9","561.6","1337.0","2.2","3.2","1455.0","11.3","10.1","894.0","0.6","2.2","3667.0","0.0","0.0","0.0"
"5","1995","14","Chhattisgarh","Raigarh","417.2","431.6","1035.0","2.4","3.7","1542.0","11.2","11.8","1054.0","0.6","2.2","3667.0","0.0","0.0","0.0"
"5","1996","14","Chhattisgarh","Raigarh","420.4","541.2","1287.0","3.6","5.7","1583.0","11.3","10.8","956.0","0.9","2.8","3111.0","0.0","0.0","0.0"
"5","1997","14","Chhattisgarh","Raigarh","419.7","342.6","816.0","2.2","2.9","1318.0","11.0","10.2","927.0","1.1","3.1","2818.0","0.0","0.0","0.0"
"5","1998","14","Chhattisgarh","Raigarh","415.2","465.4","1121.0","2.2","3.2","1455.0","9.6","9.9","1031.0","0.8","2.3","2875.0","0.0","0.0","0.0"
"5","1999","14","Chhattisgarh","Raigarh","243.12","296.18","1218.0","-1.0","-1.0","-1.0","6.8","6.7","985.0","0.48","1.56","3250.0","0.0","0.0","0.0"
"5","2000","14","Chhattisgarh","Raigarh","241.94","116.89","483.0","0.98","1.52","1551.0","8.2","6.08","741.0","0.49","0.14","286.0","0.0","0.0","0.0"
"5","2001","14","Chhattisgarh","Raigarh","241.43","305.36","1265.0","1.34","1.89","1410.0","8.01","10.01","1250.0","0.31","0.09","290.0","0.0","0.0","0.0"
"5","2002","14","Chhattisgarh","Raigarh","239.37","168.49","704.0","1.59","2.37","1491.0","8.38","8.48","1012.0","0.41","0.12","293.0","0.0","0.0","0.0"
"5","2003","14","Chhattisgarh","Raigarh","242.59","322.35","1329.0","2.35","3.32","1413.0","10.61","11.86","1118.0","0.51","0.14","275.0","0.0","0.0","0.0"
"5","2004","14","Chhattisgarh","Raigarh","241.53","250.4","1037.0","1.9","2.23","1174.0","9.12","9.28","1018.0","0.51","0.15","294.0","0.0","0.0","0.0"
"5","2005","14","Chhattisgarh","Raigarh","241.53","250.4","1037.0","1.9","2.23","1174.0","9.12","9.28","1018.0","0.51","0.15","294.0","0.0","0.0","0.0"
"5","2006","14","Chhattisgarh","Raigarh","240.32","278.71","1160.0","1.9","2.3","1211.0","8.29","9.3","1122.0","0.71","0.13","183.0","0.0","0.0","0.0"
"5","2007","14","Chhattisgarh","Raigarh","241.67","312.31","1292.0","1.83","2.79","1525.0","8.3","11.08","1335.0","0.63","0.14","222.0","0.0","0.0","0.0"
"5","2008","14","Chhattisgarh","Raigarh","242.37","296.84","1225.0","2.12","3.0","1415.0","7.77","10.33","1329.0","0.56","0.12","214.0","0.0","0.0","0.0"
"5","2009","14","Chhattisgarh","Raigarh","240.14","277.37","1155.0","2.38","2.85","1197.0","4.66","8.8","1888.0","0.53","0.13","245.0","0.0","0.0","0.0"
"5","2010","14","Chhattisgarh","Raigarh","256.3","352.07","1374.0","2.1","3.6","1714.0","4.8","7.3","1521.0","0.52","0.09","173.0","-1.0","-1.0","-1.0"
"5","2011","14","Chhattisgarh","Raigarh","241.16","334.92","1389.0","2.43","4.24","1745.0","6.98","8.82","1264.0","0.3","0.17","567.0","0.0","0.0","0.0"
"5","2012","14","Chhattisgarh","Raigarh","240.22","362.98","1511.0","2.37","4.33","1827.0","7.57","9.93","1312.0","0.24","0.08","333.0","0.0","0.0","0.0"
"5","2013","14","Chhattisgarh","Raigarh","237.93","303.25","1275.0","5.52","9.56","1732.0","7.36","10.2","1386.0","0.24","0.07","292.0","0.0","0.0","0.0"
"5","2014","14","Chhattisgarh","Raigarh","228.2","367.39","1610.0","2.46","5.34","2171.0","7.13","9.8","1374.0","0.29","0.15","517.0","0.0","0.0","0.0"
"5","2015","14","Chhattisgarh","Raigarh","228.82","252.5","1103.0","2.57","4.86","1891.0","6.89","8.66","1257.0","0.18","0.06","321.0","0.0","0.0","0.0"
"5","2016","14","Chhattisgarh","Raigarh","243.09","560.34","2305.0","2.78","5.35","1922.0","6.59","11.77","1785.0","0.44","0.07","156.0","-1.0","-1.0","-1.0"
"5","2017","14","Chhattisgarh","Raigarh","227.21","407.75","1795.0","3.0","5.29","1761.0","5.86","7.8","1332.0","0.33","0.06","193.0","-1.0","-1.0","-1.0"
"6","1990","14","Chhattisgarh","Surguja","351.2","417.7","1189.0","20.4","25.3","1240.0","5.2","4.2","808.0","0.27","0.9","3333.0","0.01","0.0","0.0"
"6","1991","14","Chhattisgarh","Surguja","351.9","301.0","855.0","18.2","18.0","989.0","5.5","5.0","909.0","0.73","1.1","1507.0","0.01","0.0","0.0"
"6","1992","14","Chhattisgarh","Surguja","351.2","243.9","694.0","12.9","13.0","1008.0","6.2","6.7","1081.0","0.34","0.9","2647.0","0.01","0.0","0.0"
"6","1993","14","Chhattisgarh","Surguja","352.9","279.2","791.0","17.4","20.7","1190.0","6.5","7.0","1077.0","0.35","1.2","3429.0","0.01","0.0","0.0"
"6","1994","14","Chhattisgarh","Surguja","361.5","402.3","1113.0","20.1","25.8","1284.0","5.8","4.8","828.0","0.3","1.0","3333.0","0.0","0.0","0.0"
"6","1995","14","Chhattisgarh","Surguja","362.0","318.7","880.0","20.8","26.8","1288.0","6.0","6.1","1017.0","0.4","1.3","3250.0","0.0","0.0","0.0"
"6","1996","14","Chhattisgarh","Surguja","370.5","391.3","1056.0","21.2","27.7","1307.0","6.5","6.3","969.0","0.7","2.0","2857.0","0.0","0.0","0.0"
"6","1997","14","Chhattisgarh","Surguja","369.4","298.7","809.0","21.2","23.1","1090.0","6.8","6.7","985.0","0.49","1.7","3469.0","0.0","0.0","0.0"
"6","1998","14","Chhattisgarh","Surguja","305.4","196.9","645.0","16.6","20.9","1259.0","6.9","7.2","1043.0","1.07","1.44","1346.0","0.0","0.0","0.0"
"6","1999","14","Chhattisgarh","Surguja","310.4","332.68","1072.0","-1.0","-1.0","-1.0","7.4","7.6","1027.0","0.6","1.99","3317.0","0.01","0.0","0.0"
"6","2000","14","Chhattisgarh","Surguja","309.31","194.68","629.0","18.66","27.56","1477.0","7.8","7.97","1022.0","0.71","0.22","310.0","0.01","0.0","0.0"
"6","2001","14","Chhattisgarh","Surguja","314.48","411.1","1307.0","19.92","26.29","1320.0","7.87","9.94","1263.0","1.03","0.33","320.0","0.01","0.0","0.0"
"6","2002","14","Chhattisgarh","Surguja","311.11","221.03","710.0","19.67","26.82","1363.0","7.71","10.04","1302.0","0.89","0.27","303.0","0.0","0.0","0.0"
"6","2003","14","Chhattisgarh","Surguja","314.17","404.37","1287.0","20.56","24.16","1175.0","7.89","9.09","1152.0","1.14","0.36","316.0","0.0","0.0","0.0"
"6","2004","14","Chhattisgarh","Surguja","310.96","299.18","962.0","19.6","20.67","1055.0","7.73","8.34","1079.0","1.27","0.37","291.0","0.0","0.0","0.0"
"6","2005","14","Chhattisgarh","Surguja","310.96","299.18","962.0","19.6","20.67","1055.0","7.73","8.34","1079.0","1.27","0.37","291.0","0.0","0.0","0.0"
"6","2006","14","Chhattisgarh","Surguja","312.3","341.37","1093.0","19.23","19.67","1023.0","8.36","9.43","1128.0","3.36","0.48","143.0","0.0","0.0","0.0"
"6","2007","14","Chhattisgarh","Surguja","311.76","380.35","1220.0","20.02","25.9","1294.0","8.17","10.02","1226.0","4.15","0.7","169.0","0.0","0.0","0.0"
